time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-01-24T18:42:09.158Z,-1.9621,133.5979,45.69,5,mww,,136,1.649,1.13,us,us7000d2yb,2021-01-24T18:57:38.040Z,"132 km SSW of Manokwari, Indonesia",earthquake,10.1,9,0.098,10,reviewed,us,us
2021-01-24T18:24:04.128Z,42.092,144.9053,10,4.8,mww,,174,1.304,0.71,us,us7000d2y6,2021-01-24T18:38:04.040Z,"107 km SSE of Kushiro, Japan",earthquake,7.8,1.4,0.098,10,reviewed,us,us
2021-01-24T18:11:01.330Z,-61.7017,-55.2097,10,4.8,mb,,57,1.717,1,us,us7000d2y4,2021-01-24T18:23:11.040Z,"South Shetland Islands",earthquake,7.2,1.9,0.121,21,reviewed,us,us
2021-01-24T15:11:14.079Z,-52.9292,10.0844,10,5.1,mb,,94,19.656,0.56,us,us7000d2xc,2021-01-24T15:28:51.040Z,"southwest of Africa",earthquake,12.3,1.9,0.114,26,reviewed,us,us
2021-01-24T14:26:39.854Z,9.0479,126.4787,17.09,5.2,mww,,90,2.157,1.09,us,us7000d2x8,2021-01-25T18:34:24.688Z,"24 km ENE of Bacolod, Philippines",earthquake,9.7,4.5,0.071,19,reviewed,us,us
2021-01-24T13:40:49.574Z,-61.8199,-55.3951,10,4.9,mb,,77,1.596,0.45,us,us7000d2wz,2021-01-24T14:08:02.040Z,"South Shetland Islands",earthquake,6.7,1.7,0.096,34,reviewed,us,us
2021-01-24T13:03:29.357Z,-4.4557,102.5367,56.3,5.1,mb,,83,0.428,0.6,us,us7000d2wn,2021-01-24T14:48:40.040Z,"78 km SSE of Bengkulu, Indonesia",earthquake,6.9,5.2,0.068,69,reviewed,us,us
2021-01-24T12:14:45.408Z,-61.778,-55.3732,10,5.5,mww,,56,1.618,0.7,us,us7000d2wh,2021-01-25T14:20:04.038Z,"South Shetland Islands",earthquake,4.6,1.8,0.059,28,reviewed,us,us
2021-01-24T10:26:06.726Z,-58.4113,-14.6216,10,4.9,mb,,66,14.163,0.67,us,us7000d2vx,2021-01-24T10:48:53.040Z,"east of the South Sandwich Islands",earthquake,12.4,1.9,0.097,33,reviewed,us,us
2021-01-24T10:06:23.736Z,-21.995,-176.3423,99.23,4.8,mb,,140,9.136,0.76,us,us7000d2vp,2021-01-24T10:30:19.040Z,"Fiji region",earthquake,12.2,6.6,0.105,28,reviewed,us,us
2021-01-24T09:29:48.937Z,-14.579,166.7808,35,4.9,mb,,47,0.954,0.89,us,us7000d2vl,2021-01-24T09:50:24.040Z,"60 km NNW of Port-Olry, Vanuatu",earthquake,8.1,2,0.051,120,reviewed,us,us
2021-01-24T09:29:05.762Z,-61.7908,-55.2398,10,4.7,mb,,77,1.675,0.63,us,us7000d2vk,2021-01-24T09:56:57.040Z,"South Shetland Islands",earthquake,6.7,1.9,0.082,45,reviewed,us,us
2021-01-24T06:36:27.671Z,-17.9067,-177.2595,326.26,5.2,mww,,126,3.673,1.09,us,us7000d2up,2021-01-24T06:56:49.040Z,"Fiji region",earthquake,12.1,7.5,0.098,10,reviewed,us,us
2021-01-24T06:23:26.093Z,17.8385,-105.9309,10,4.5,mb,,184,4.806,1.34,us,us7000d2uk,2021-01-24T06:44:33.040Z,"199 km SSW of Emiliano Zapata, Mexico",earthquake,10.4,1.9,0.035,232,reviewed,us,us
2021-01-24T05:47:53.088Z,-51.1834,162.1096,10,5.8,mww,,88,3.831,0.92,us,us7000d2ty,2021-01-25T05:52:34.247Z,"Auckland Islands, New Zealand region",earthquake,8.6,1.9,0.061,26,reviewed,us,us
2021-01-24T05:29:31.741Z,-61.7299,-55.0513,10,4.9,mb,,55,1.779,0.7,us,us7000d2tr,2021-01-24T05:46:59.040Z,"South Shetland Islands",earthquake,5.6,1.8,0.082,47,reviewed,us,us
2021-01-24T04:08:41.235Z,2.1748,128.7255,40.88,4.7,mb,,118,1.946,1.05,us,us7000d2tf,2021-01-24T04:28:19.040Z,"93 km ENE of Tobelo, Indonesia",earthquake,9.3,9.2,0.102,29,reviewed,us,us
2021-01-24T01:01:03.245Z,-17.8606,-178.1796,508.44,4.6,mb,,42,3.533,0.94,us,us7000d2sq,2021-01-24T01:19:01.040Z,"266 km E of Levuka, Fiji",earthquake,11,8.2,0.034,253,reviewed,us,us
2021-01-24T00:51:35.749Z,-61.6758,-55.3356,10,4.9,mb,,59,1.67,0.63,us,us7000d2sp,2021-01-24T01:07:17.040Z,"South Shetland Islands",earthquake,8.8,1.9,0.085,44,reviewed,us,us
2021-01-24T00:07:45.009Z,-33.3594,-70.2208,110.82,5.8,mww,,26,0.086,1.05,us,us7000d2s4,2021-01-28T20:54:25.870Z,"35 km ENE of Villa Presidente Frei, Ñuñoa, Santiago, Chile, Chile",earthquake,5,4.3,0.089,12,reviewed,us,us
2021-01-24T00:05:51.339Z,-61.7309,-55.474,10,4.9,mb,,90,1.588,0.85,us,us7000d2tg,2021-01-24T04:27:28.040Z,"South Shetland Islands",earthquake,5.2,1.9,0.129,19,reviewed,us,us
2021-01-24T00:03:17.223Z,-61.8614,-55.4293,10,5,mb,,54,1.569,0.79,us,us7000d2sh,2021-01-24T00:40:16.040Z,"South Shetland Islands",earthquake,7.6,1.8,0.12,22,reviewed,us,us
2021-01-23T23:48:39.298Z,-61.7055,-55.2091,10,5.4,mb,,46,1.716,0.84,us,us7000d2s3,2021-01-24T23:53:27.944Z,"South Shetland Islands",earthquake,8.2,1.8,0.079,55,reviewed,us,us
2021-01-23T23:36:50.808Z,-61.825,-55.4937,9.58,6.9,mww,,19,1.55,0.61,us,us7000d2rx,2021-01-25T08:55:31.875Z,"South Shetland Islands",earthquake,7.4,2.7,0.043,52,reviewed,us,us
2021-01-23T21:12:19.535Z,3.1561,-74.8038,40.81,4.9,mww,,70,1.745,1.29,us,us7000d2ra,2021-01-25T21:52:52.570Z,"24 km S of Colombia, Colombia",earthquake,7,6.9,0.093,11,reviewed,us,us
2021-01-23T19:38:39.383Z,-20.5614,-174.5779,30.89,4.6,mb,,100,4.62,0.55,us,us7000d2qq,2021-01-23T23:28:31.040Z,"81 km NE of Kolonga, Tonga",earthquake,12.1,6,0.102,29,reviewed,us,us
2021-01-23T19:19:01.181Z,-31.75,-68.8721,10,4.6,mb,,91,0.259,1.25,us,us7000d2qj,2021-01-24T02:32:36.040Z,"25 km SSW of Villa Basilio Nievas, Argentina",earthquake,4.6,1.9,0.164,11,reviewed,us,us
2021-01-23T17:37:06.482Z,-24.592,179.6491,519.64,4.8,mb,,72,6.974,0.85,us,us7000d2q3,2021-01-23T23:05:39.040Z,"south of the Fiji Islands",earthquake,11.6,8.3,0.091,40,reviewed,us,us
2021-01-23T16:58:51.331Z,-6.2472,147.6881,40.99,5.4,mww,,22,4.188,1.33,us,us7000d2px,2021-01-26T18:29:41.005Z,"38 km NNW of Finschhafen, Papua New Guinea",earthquake,5,4.3,0.093,11,reviewed,us,us
2021-01-23T13:12:10.549Z,37.1493,141.5625,47.32,4.8,mb,,142,2.757,0.46,us,us7000d2p7,2021-01-23T13:44:58.724Z,"61 km E of Iwaki, Japan",earthquake,5.2,6.9,0.072,60,reviewed,us,us
2021-01-23T11:47:33.822Z,-24.3296,-179.5053,424.62,5.5,mww,,31,5.094,1.17,us,us7000d2nr,2021-01-24T11:50:52.411Z,"south of the Fiji Islands",earthquake,9.9,5.4,0.098,10,reviewed,us,us
2021-01-23T11:22:54.724Z,-24.3237,-67.3026,188.73,4.5,mb,,67,1.584,0.9,us,us7000d2nk,2021-01-23T11:41:44.040Z,"100 km W of San Antonio de los Cobres, Argentina",earthquake,8.4,7.2,0.113,23,reviewed,us,us
2021-01-23T08:34:30.868Z,-6.2833,147.655,33.65,5.2,mww,,15,4.221,0.98,us,us7000d2mx,2021-01-23T15:32:25.040Z,"37 km NW of Finschhafen, Papua New Guinea",earthquake,7.8,3.6,0.093,11,reviewed,us,us
2021-01-23T08:24:16.184Z,6.0519,-77.4763,23.48,4.6,mb,,109,1.941,0.83,us,us7000d2mv,2021-01-23T21:33:33.032Z,"20 km SSW of Bahía Solano, Colombia",earthquake,5.7,4.8,0.094,34,reviewed,us,us
2021-01-23T05:39:18.329Z,42.3492,142.6016,104.66,4.9,mb,,76,0.531,0.79,us,us7000d2m3,2021-01-23T05:58:09.040Z,"19 km E of Shizunai-furukawachō, Japan",earthquake,5.7,4.8,0.028,397,reviewed,us,us
2021-01-23T04:58:13.439Z,13.4239,-90.9226,10,4.7,mb,,153,1.326,1.09,us,us7000d2lp,2021-01-23T23:23:07.183Z,"56 km S of Puerto San José, Guatemala",earthquake,8.1,1.9,0.034,261,reviewed,us,us
2021-01-23T03:37:18.851Z,-22.3481,171.5303,35,4.8,mb,,119,3.362,0.8,us,us7000d2le,2021-01-23T03:59:09.040Z,"southeast of the Loyalty Islands",earthquake,12.7,2,0.096,37,reviewed,us,us
2021-01-23T03:19:51.763Z,-6.3369,147.6009,29.26,5.7,mww,,35,4.271,1.02,us,us7000d2lc,2021-01-26T22:56:58.045Z,"36 km NW of Finschhafen, Papua New Guinea",earthquake,8.4,4.7,0.089,12,reviewed,us,us
2021-01-23T01:59:11.993Z,28.2749,104.2709,10,5,mb,,41,6.927,0.7,us,us7000d2l2,2021-01-23T02:17:33.040Z,"47 km WSW of Xunchang, China",earthquake,7.9,1.8,0.063,81,reviewed,us,us
2021-01-23T01:29:57.647Z,-33.2933,-179.4283,76.56,4.6,mb,,83,4.234,1.09,us,us6000dczy,2021-01-29T23:48:26.040Z,"south of the Kermadec Islands",earthquake,11.5,6.4,0.151,13,reviewed,us,us
2021-01-22T16:23:42.578Z,-33.1538,-179.4848,45.62,5.6,mww,,55,4.118,1.37,us,us7000d2f1,2021-01-23T16:27:00.568Z,"south of the Kermadec Islands",earthquake,8.4,3.7,0.052,35,reviewed,us,us
2021-01-22T16:03:57.835Z,37.3198,141.5884,31.68,4.7,mb,,156,1.562,0.71,us,us7000d2ew,2021-01-23T08:17:12.032Z,"55 km ESE of Namie, Japan",earthquake,4,6.6,0.142,15,reviewed,us,us
2021-01-22T13:51:06.331Z,12.7981,144.3558,41.7,4.8,mb,,71,0.931,0.54,us,us7000d2da,2021-01-23T06:48:10.647Z,"61 km SSW of Merizo Village, Guam",earthquake,9.4,8.4,0.109,26,reviewed,us,us
2021-01-22T12:47:03.194Z,4.926,127.4581,124.18,4.5,mb,,116,2.833,0.58,us,us7000d2cx,2021-01-22T13:11:04.040Z,"212 km SE of Pondaguitan, Philippines",earthquake,9,7.1,0.09,36,reviewed,us,us
2021-01-22T10:45:51.820Z,5.0118,127.5651,114.7,4.6,mb,,108,2.842,0.66,us,us7000d2cg,2021-01-22T11:22:03.040Z,"214 km SE of Pondaguitan, Philippines",earthquake,6.1,5.8,0.056,96,reviewed,us,us
2021-01-22T09:26:49.990Z,-3.9975,141.5101,55.81,4.7,mb,,70,6.161,1.06,us,us7000d2bz,2021-01-22T09:45:59.040Z,"133 km SW of Aitape, Papua New Guinea",earthquake,10.1,8.1,0.095,34,reviewed,us,us
2021-01-22T05:03:39.101Z,47.2812,-27.673,10,5,mb,,80,18.579,1.03,us,us7000d2aj,2021-01-22T05:23:24.040Z,"northern Mid-Atlantic Ridge",earthquake,6.9,1.9,0.06,89,reviewed,us,us
2021-01-22T04:02:14.919Z,39.299,72.0159,53.38,4.6,mb,,64,3.826,0.89,us,us7000d2a9,2021-01-22T04:32:22.040Z,"32 km SSW of Daroot-Korgon, Kyrgyzstan",earthquake,7.3,7,0.074,55,reviewed,us,us
2021-01-22T02:06:34.999Z,-35.7293,-103.0497,10,4.6,mb,,176,24.533,0.64,us,us7000d29s,2021-01-22T03:01:39.040Z,"southeast of Easter Island",earthquake,13.1,2,0.122,20,reviewed,us,us
2021-01-22T01:54:29.334Z,13.5408,119.277,27.67,4.7,mb,,112,20.109,0.41,us,us7000d29t,2021-01-22T10:59:00.368Z,"91 km WSW of Cabra, Philippines",earthquake,11.5,6.5,0.104,28,reviewed,us,us
2021-01-22T01:31:31.747Z,47.5616,-27.468,11.11,5,mb,,80,18.526,0.84,us,us7000d29v,2021-01-22T03:22:05.040Z,"northern Mid-Atlantic Ridge",earthquake,11.8,4.4,0.064,78,reviewed,us,us
2021-01-21T19:34:30.463Z,28.1256,105.008,38.97,4.5,mb,,43,4.469,0.77,us,us7000d26x,2021-01-21T20:31:21.040Z,"46 km SE of Xunchang, China",earthquake,8,4.5,0.096,32,reviewed,us,us
2021-01-21T17:00:19.652Z,-19.2794,-177.2965,563.8,4.5,mb,,115,5.006,0.92,us,us7000d246,2021-01-21T19:14:27.040Z,"Fiji region",earthquake,16,8.6,0.101,29,reviewed,us,us
2021-01-21T16:37:31.558Z,4.9907,127.3993,101.02,4.6,mb,,108,2.746,0.67,us,us7000d240,2021-01-21T22:36:48.040Z,"203 km SE of Pondaguitan, Philippines",earthquake,8,4.3,0.061,89,reviewed,us,us
2021-01-21T14:40:30.502Z,5.0055,127.2547,120.34,4.5,mb,,125,2.642,0.67,us,us7000d23c,2021-01-21T15:55:39.040Z,"191 km SE of Pondaguitan, Philippines",earthquake,8.6,8.8,0.127,18,reviewed,us,us
2021-01-21T14:27:06.642Z,35.0235,33.7103,68.47,4.9,mb,,84,0.317,0.94,us,us7000d23a,2021-01-22T21:45:00.054Z,"2 km S of Pérgamos, Cyprus",earthquake,5.4,5.2,0.077,53,reviewed,us,us
2021-01-21T13:51:19.153Z,-45.1688,166.7644,31.53,4.8,mb,,91,0.403,0.8,us,us7000d22u,2021-01-21T14:07:50.040Z,"79 km WNW of Te Anau, New Zealand",earthquake,5.1,4.6,0.16,12,reviewed,us,us
2021-01-21T12:23:05.774Z,5.0074,127.5174,95.81,7,mww,,28,2.813,0.82,us,us7000d20e,2021-01-24T22:57:52.349Z,"210 km SE of Pondaguitan, Philippines",earthquake,7,5,0.069,20,reviewed,us,us
2021-01-21T10:15:34.107Z,-2.3381,-79.4668,83.02,4.9,mb,,107,0.244,0.89,us,us7000d1zv,2021-01-21T23:45:52.783Z,"14 km SSW of Coronel Marcelino Maridueña, Ecuador",earthquake,8.1,5.4,0.034,267,reviewed,us,us
2021-01-21T10:09:35.181Z,48.2017,154.1748,66.1,4.6,mb,,135,5.399,0.71,us,us7000d1zu,2021-01-21T11:15:03.040Z,"Kuril Islands",earthquake,9.8,4.1,0.089,37,reviewed,us,us
2021-01-21T06:32:32.774Z,7.5114,-82.5272,10,4.5,mb,,153,1.189,0.72,us,us7000d1y9,2021-01-22T01:28:43.968Z,"68 km SSE of Punta de Burica, Panama",earthquake,4.1,1.9,0.11,24,reviewed,us,us
2021-01-21T06:26:03.352Z,-24.129,-67.269,211.33,4.7,mb,,74,1.438,0.72,us,us7000d1y7,2021-01-21T07:20:44.040Z,"97 km W of San Antonio de los Cobres, Argentina",earthquake,7.4,8.1,0.152,13,reviewed,us,us
2021-01-21T02:56:22.382Z,-5.6159,146.4695,62.66,4.6,mb,,32,3.66,0.52,us,us7000d1wr,2021-01-22T05:15:59.040Z,"87 km ESE of Madang, Papua New Guinea",earthquake,7.8,5.8,0.088,39,reviewed,us,us
2021-01-21T02:06:23.670Z,-5.5631,147.4593,193.51,4.8,mb,,59,3.497,0.5,us,us7000d1wf,2021-01-22T05:13:03.910Z,"118 km NNW of Finschhafen, Papua New Guinea",earthquake,9.4,7.7,0.06,87,reviewed,us,us
2021-01-21T00:27:45.619Z,-14.9523,-75.5424,10,4.8,mb,,98,3.206,0.88,us,us7000d1vf,2021-01-21T02:00:43.088Z,"46 km SW of Changuillo, Peru",earthquake,10.2,1.9,0.058,91,reviewed,us,us
2021-01-20T23:37:57.558Z,37.8777,26.7493,10,4.6,mb,,25,1.198,1,us,us7000d1v3,2021-01-25T11:47:38.758Z,"10 km NNE of Néon Karlovásion, Greece",earthquake,4.3,1.9,0.085,42,reviewed,us,us
2021-01-20T23:09:16.837Z,-14.959,-75.5198,10,5.3,mww,,146,3.221,0.66,us,us7000d1uw,2021-01-21T01:59:51.664Z,"45 km SW of Changuillo, Peru",earthquake,9.6,1.9,0.068,21,reviewed,us,us
2021-01-20T22:59:12.739Z,-15.0234,-75.5146,10.36,5.5,mww,,139,3.282,0.71,us,us7000d1ut,2021-01-21T23:02:57.218Z,"48 km WNW of Minas de Marcona, Peru",earthquake,9.5,4.4,0.055,32,reviewed,us,us
2021-01-20T22:49:27.108Z,-14.9977,-75.5846,10,4.8,mb,,102,3.232,0.85,us,us7000d1up,2021-01-31T05:05:05.152Z,"53 km SW of Changuillo, Peru",earthquake,9.7,1.8,0.068,66,reviewed,us,us
2021-01-20T22:27:44.256Z,-14.9396,-75.557,18.15,5.1,mww,,100,3.189,0.69,us,us7000d1uh,2021-01-31T04:37:10.219Z,"47 km SW of Changuillo, Peru",earthquake,9.4,3.7,0.075,17,reviewed,us,us
2021-01-20T16:00:41.678Z,49.7094,147.7173,587.69,5.6,mww,,25,4.301,0.73,us,us7000d1q5,2021-01-29T05:38:09.148Z,"Sea of Okhotsk",earthquake,9.1,4.1,0.068,21,reviewed,us,us
2021-01-20T14:59:44.538Z,26.5481,-110.9542,10,4.7,mb,,75,1.382,1.16,us,us7000d1nc,2021-01-22T15:03:03.147Z,"71 km NNE of Loreto, Mexico",earthquake,7.5,1.9,0.053,108,reviewed,us,us
2021-01-20T09:50:09.559Z,-6.5931,129.786,149.87,4.5,mb,,63,2.039,0.5,us,us7000d1lv,2021-01-20T11:03:54.040Z,"Banda Sea",earthquake,9.2,8.1,0.116,22,reviewed,us,us
2021-01-20T08:54:50.348Z,-4.7266,155.051,496.73,4.8,mb,,82,2.927,0.88,us,us7000d1lh,2021-01-20T09:12:43.040Z,"175 km NNW of Arawa, Papua New Guinea",earthquake,10.3,8.7,0.049,128,reviewed,us,us
2021-01-20T06:53:12.400Z,10.4901,125.5798,87.78,4.9,mb,,113,13.467,0.66,us,us7000d1k7,2021-01-20T07:36:14.040Z,"14 km N of Loreto, Philippines",earthquake,5.4,7.4,0.065,75,reviewed,us,us
2021-01-20T05:01:39.000Z,-17.6715,-178.7253,533.87,4.5,mb,,76,3.071,0.81,us,us7000d1jl,2021-01-20T06:17:49.040Z,"212 km ENE of Levuka, Fiji",earthquake,14.8,7.5,0.135,16,reviewed,us,us
2021-01-20T04:28:52.986Z,-5.9583,131.8161,10,4.8,mb,,86,2.075,0.85,us,us7000d1ji,2021-01-21T00:39:52.040Z,"109 km WSW of Tual, Indonesia",earthquake,7.7,1.8,0.111,25,reviewed,us,us
2021-01-20T01:38:42.850Z,-21.9975,169.9659,10,4.9,mb,,145,1.871,0.73,us,us7000d1iq,2021-01-31T02:18:58.040Z,"221 km ESE of Tadine, New Caledonia",earthquake,8,1.8,0.099,32,reviewed,us,us
2021-01-20T01:27:58.574Z,9.0674,125.6254,10,4.8,mb,,109,1.985,0.58,us,us7000d1im,2021-01-30T06:23:47.538Z,"1 km NNE of Balangbalang, Philippines",earthquake,9.6,1.9,0.074,56,reviewed,us,us
2021-01-19T20:18:18.756Z,-13.3551,166.8028,46.41,5.1,mww,,55,2.115,0.86,us,us7000d1gl,2021-01-20T16:57:37.040Z,"99 km NW of Sola, Vanuatu",earthquake,7.2,5.2,0.083,14,reviewed,us,us
2021-01-19T20:10:59.408Z,-8.8648,110.6088,91.26,4.8,mb,,104,0.95,0.83,us,us7000d1gf,2021-01-20T17:13:32.593Z,"104 km SSE of Pundong, Indonesia",earthquake,7.3,6.3,0.071,68,reviewed,us,us
2021-01-19T11:57:35.713Z,-21.1335,-178.5945,559.38,4.6,mb,,127,4.622,0.69,us,us7000d1d1,2021-01-19T12:19:46.040Z,"Fiji region",earthquake,11.4,4.4,0.088,39,reviewed,us,us
2021-01-19T10:47:58.691Z,-15.39,-173.4828,35,4.5,mb,,137,2.208,0.59,us,us7000d1cp,2021-01-19T11:19:50.040Z,"70 km NNE of Hihifo, Tonga",earthquake,11.4,2,0.151,13,reviewed,us,us
2021-01-19T09:24:32.348Z,-15.9485,-173.8272,164.21,4.8,mb,,90,2.831,1.09,us,us7000d1c8,2021-01-19T09:42:57.040Z,"3 km W of Hihifo, Tonga",earthquake,5.6,8.1,0.093,36,reviewed,us,us
2021-01-19T07:26:11.490Z,-1.9407,128.9342,33.31,4.7,mb,,93,3.117,0.79,us,us7000d1bg,2021-01-19T07:51:37.040Z,"154 km N of Amahai, Indonesia",earthquake,6.9,6.1,0.113,24,reviewed,us,us
2021-01-19T05:01:03.585Z,-7.3184,125.307,428.38,5.2,mb,,27,2.63,0.94,us,us7000d1a0,2021-01-19T05:18:01.040Z,"140 km NNW of Dili, Timor Leste",earthquake,9.4,7,0.054,112,reviewed,us,us
2021-01-19T04:01:41.176Z,-31.8379,-68.806,10,4.8,mb,,68,0.309,0.82,us,us7000d19e,2021-02-01T01:15:08.040Z,"27 km SW of Pocito, Argentina",earthquake,4.1,1.9,0.135,17,reviewed,us,us
2021-01-19T03:51:52.944Z,-31.8325,-68.8542,10,4.9,mb,,92,0.32,0.99,us,us7000d19c,2021-02-01T00:57:42.040Z,"30 km WSW of Pocito, Argentina",earthquake,3.4,1.8,0.106,28,reviewed,us,us
2021-01-19T03:37:44.722Z,-31.7882,-68.7944,10,5.3,mb,,37,0.259,0.7,us,us7000d194,2021-02-01T05:44:59.725Z,"23 km WSW of Pocito, Argentina",earthquake,4.7,1.8,0.05,133,reviewed,us,us
2021-01-19T03:31:46.752Z,-18.906,-174.7926,87.58,4.9,mb,,78,4.606,0.47,us,us7000d3qh,2021-01-29T05:27:58.040Z,"89 km WSW of Neiafu, Tonga",earthquake,11.3,2.2,0.117,23,reviewed,us,us
2021-01-19T03:08:30.204Z,-31.8572,-68.9023,10,4.8,mb,,93,0.362,0.73,us,us7000d18w,2021-02-01T01:27:30.040Z,"35 km WSW of Pocito, Argentina",earthquake,4,1.9,0.21,7,reviewed,us,us
2021-01-19T03:03:44.059Z,-31.8715,-68.8527,10,4.9,mb,,50,0.355,0.79,us,us7000d18u,2021-02-01T05:47:39.040Z,"32 km SW of Pocito, Argentina",earthquake,5,1.8,0.114,24,reviewed,us,us
2021-01-19T02:46:22.293Z,-31.8304,-68.8059,20,6.4,mww,,22,0.302,0.97,us,us7000d18q,2021-02-01T02:13:06.139Z,"26 km SW of Pocito, Argentina",earthquake,5.2,1.8,0.055,32,reviewed,us,us
2021-01-19T01:41:31.701Z,-17.2452,-72.3851,45.46,4.7,mb,,145,2.245,0.5,us,us7000d3r5,2021-01-28T04:51:27.040Z,"40 km SW of Islay (Matarani), Peru",earthquake,9.4,8.1,0.174,10,reviewed,us,us
